bolum_kodu	bolum_adi	panel_id	panel_no	panel_baslik	tablo_no	sutun_0	Kontenjan	Yerle?en	Üniversite Türü	Genel	Okul Birincisi	?ehit ve Gazi Yak?n?	34 Ya? Üstü Kad?n	Depremzede Aday	Toplam Kontenjan	Toplam Yerle?en	Taban Puan	Ortalama Puan	Tavan Puan	Taban Ba?ar? S?ras?	Ortalama Ba?ar? S?ras?	Tavan Ba?ar? S?ras?	Yerle?enlerin ?kamet Ettikleri Bölge	Yerle?en Say?s?	% Oran	Yerle?enlerin ?kamet Ettikleri ?l	Ö?renim Durumu	Tercih S?ras?	Tercih Eden Say?s?	Üniversite	Tercih Say?s?	Kontenjan Ba??na Tercih Say?s?	Program	Tercih Oran?
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?HSAN DO?RAMACI B?LKENT ÜN?VERS?TES?	707			"% 0,8"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?NÖNÜ ÜN?VERS?TES?	251			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?SKENDERUN TEKN?K ÜN?VERS?TES?	287			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL 29 MAYIS ÜN?VERS?TES?	21			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL AREL ÜN?VERS?TES?	159			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL ATLAS ÜN?VERS?TES?	113			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL AYDIN ÜN?VERS?TES?	382			"% 0,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL BEYKENT ÜN?VERS?TES?	167			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL B?LG? ÜN?VERS?TES?	248			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL ESENYURT ÜN?VERS?TES?	9			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL GALATA ÜN?VERS?TES?	12			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL GED?K ÜN?VERS?TES?	74			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL GEL???M ÜN?VERS?TES?	129			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL KENT ÜN?VERS?TES?	44			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL KÜLTÜR ÜN?VERS?TES?	51			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL MEDEN?YET ÜN?VERS?TES?	233			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL MED?POL ÜN?VERS?TES?	105			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL N??ANTA?I ÜN?VERS?TES?	172			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL OKAN ÜN?VERS?TES?	247			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL RUMEL? ÜN?VERS?TES?	14			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL SABAHATT?N ZA?M ÜN?VERS?TES?	38			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL SA?LIK VE TEKNOLOJ? ÜN?VERS?TES?	606			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL TEKN?K ÜN?VERS?TES?	3.182			"% 3,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL T?CARET ÜN?VERS?TES?	78			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL TOPKAPI ÜN?VERS?TES?	85			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL ÜN?VERS?TES?	235			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL ÜN?VERS?TES?-CERRAHPA?A	1.047			"% 1,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?STANBUL YEN? YÜZYIL ÜN?VERS?TES?	18			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ST?NYE ÜN?VERS?TES?	216			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ZM?R BAKIRÇAY ÜN?VERS?TES?	286			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ZM?R DEMOKRAS? ÜN?VERS?TES?	499			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ZM?R EKONOM? ÜN?VERS?TES?	437			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ZM?R KAT?P ÇELEB? ÜN?VERS?TES?	1.081			"% 1,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ZM?R TINAZTEPE ÜN?VERS?TES?	14			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?ZM?R YÜKSEK TEKNOLOJ? ENST?TÜSÜ	618			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KAD?R HAS ÜN?VERS?TES?	80			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KAFKAS ÜN?VERS?TES?	110			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KAHRAMANMARA? ?ST?KLAL ÜN?VERS?TES?	30			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KAHRAMANMARA? SÜTÇÜ ?MAM ÜN?VERS?TES?	149			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KAPADOKYA ÜN?VERS?TES?	31			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KARABÜK ÜN?VERS?TES?	742			"% 0,8"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KARADEN?Z TEKN?K ÜN?VERS?TES?	1.577			"% 1,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KARAMANO?LU MEHMETBEY ÜN?VERS?TES?	109			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KASTAMONU ÜN?VERS?TES?	261			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KAYSER? ÜN?VERS?TES?	190			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KIBRIS AYDIN ÜN?VERS?TES?	2			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KIBRIS SA?LIK VE TOPLUM B?L?MLER? ÜN?VERS?TES?	4			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KIRGIZ?STAN-TÜRK?YE MANAS ÜN?VERS?TES?	1			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KIRIKKALE ÜN?VERS?TES?	624			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KIRKLAREL? ÜN?VERS?TES?	438			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KIR?EH?R AH? EVRAN ÜN?VERS?TES?	130			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									K?L?S 7 ARALIK ÜN?VERS?TES?	22			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KOCAEL? SA?LIK VE TEKNOLOJ? ÜN?VERS?TES?	27			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KOCAEL? ÜN?VERS?TES?	2			"% 2,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KOÇ ÜN?VERS?TES?	542			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KONYA GIDA VE TARIM ÜN?VERS?TES?	5			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KONYA TEKN?K ÜN?VERS?TES?	1.12			"% 1,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KTO KARATAY ÜN?VERS?TES?	99			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KÜTAHYA DUMLUPINAR ÜN?VERS?TES?	954			"% 1,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									KÜTAHYA SA?LIK B?L?MLER? ÜN?VERS?TES?	88			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									LEFKE AVRUPA ÜN?VERS?TES?	17			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									LOKMAN HEK?M ÜN?VERS?TES?	50			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MALATYA TURGUT ÖZAL ÜN?VERS?TES?	60			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MALTEPE ÜN?VERS?TES?	35			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MAN?SA CELÂL BAYAR ÜN?VERS?TES?	1.711			"% 1,9"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MARD?N ARTUKLU ÜN?VERS?TES?	16			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MARMARA ÜN?VERS?TES?	1.984			"% 2,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MEF ÜN?VERS?TES?	261			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MERS?N ÜN?VERS?TES?	817			"% 0,9"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									M?MAR S?NAN GÜZEL SANATLAR ÜN?VERS?TES?	41			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MUDANYA ÜN?VERS?TES?	17			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MU?LA SITKI KOÇMAN ÜN?VERS?TES?	435			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MUNZUR ÜN?VERS?TES?	12			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									MU? ALPARSLAN ÜN?VERS?TES?	7			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									NECMETT?N ERBAKAN ÜN?VERS?TES?	1.394			"% 1,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									NEV?EH?R HACI BEKTA? VEL? ÜN?VERS?TES?	104			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									N??DE ÖMER HAL?SDEM?R ÜN?VERS?TES?	256			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									NUH NAC? YAZGAN ÜN?VERS?TES?	4			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ONDOKUZ MAYIS ÜN?VERS?TES?	1.284			"% 1,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ORDU ÜN?VERS?TES?	115			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ORTA DO?U TEKN?K ÜN?VERS?TES?	1.784			"% 2,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									OSMAN?YE KORKUT ATA ÜN?VERS?TES?	67			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									OST?M TEKN?K ÜN?VERS?TES?	424			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ÖZYE??N ÜN?VERS?TES?	524			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									PAMUKKALE ÜN?VERS?TES?	1.543			"% 1,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									P?R? RE?S ÜN?VERS?TES?	269			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									RECEP TAYY?P ERDO?AN ÜN?VERS?TES?	153			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SABANCI ÜN?VERS?TES?	172			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SA?LIK B?L?MLER? ÜN?VERS?TES?	166			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SAKARYA UYGULAMALI B?L?MLER ÜN?VERS?TES?	903			"% 1,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SAKARYA ÜN?VERS?TES?	1.611			"% 1,8"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SAMSUN ÜN?VERS?TES?	794			"% 0,9"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SANKO ÜN?VERS?TES?	3			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SELÇUK ÜN?VERS?TES?	1.565			"% 1,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									S??RT ÜN?VERS?TES?	29			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									S?NOP ÜN?VERS?TES?	174			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									S?VAS B?L?M VE TEKNOLOJ? ÜN?VERS?TES?	238			"% 0,3"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									S?VAS CUMHUR?YET ÜN?VERS?TES?	417			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									SÜLEYMAN DEM?REL ÜN?VERS?TES?	1.004			"% 1,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									?IRNAK ÜN?VERS?TES?	7			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TARSUS ÜN?VERS?TES?	357			"% 0,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TED ÜN?VERS?TES?	606			"% 0,7"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TEK?RDA? NAMIK KEMAL ÜN?VERS?TES?	731			"% 0,8"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TOBB EKONOM? VE TEKNOLOJ? ÜN?VERS?TES?	552			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TOKAT GAZ?OSMANPA?A ÜN?VERS?TES?	216			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TOROS ÜN?VERS?TES?	6			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TRABZON ÜN?VERS?TES?	47			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TRAKYA ÜN?VERS?TES?	773			"% 0,9"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TÜRK HAVA KURUMU ÜN?VERS?TES?	420			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									TÜRK-ALMAN ÜN?VERS?TES?	505			"% 0,6"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									UFUK ÜN?VERS?TES?	20			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ULUSLARARASI BALKAN ÜN?VERS?TES?	1			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ULUSLARARASI F?NAL ÜN?VERS?TES?	3			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ULUSLARARASI KIBRIS ÜN?VERS?TES?	12			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ULUSLARARASI SARAYBOSNA ÜN?VERS?TES?	13			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									U?AK ÜN?VERS?TES?	437			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ÜSKÜDAR ÜN?VERS?TES?	62			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									VAN YÜZÜNCÜ YIL ÜN?VERS?TES?	80			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YAKIN DO?U ÜN?VERS?TES?	47			"% 0,1"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YALOVA ÜN?VERS?TES?	926			"% 1,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YA?AR ÜN?VERS?TES?	325			"% 0,4"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YED?TEPE ÜN?VERS?TES?	477			"% 0,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YILDIZ TEKN?K ÜN?VERS?TES?	2.286			"% 2,5"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YOZGAT BOZOK ÜN?VERS?TES?	215			"% 0,2"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									YÜKSEK ?HT?SAS ÜN?VERS?TES?	14			"% 0,0"
13987	Makine Muhendisligi	cmeslek_15	15	Yerle?enlerin Tercih E?ilimleri - Üniversiteler	0																									ZONGULDAK BÜLENT ECEV?T ÜN?VERS?TES?	618			"% 0,7"
